gene,highly_variable,means,dispersions,dispersions_norm,highly_variable_nbatches
KTN1-AS1,True,0.04016661550219709,1.486814717417479,1.0835772,5
LINC02284,True,0.2851952122291254,1.5813714917138797,1.0405816,5
AL391152.1,True,0.002401376360572708,1.3649470371751793,0.7057217,5
AL139021.1,True,0.10317700870990953,1.395070359441587,0.8154978,3
LINC01500,True,0.05344699573428909,1.62668496042889,1.4657961,9
DAAM1,True,0.4486664754910966,1.7046834398812851,1.2062227,6
RTN1,True,0.6075872723281874,1.8596494151196457,1.5421525,8
AL157911.1,True,0.022644133366888877,1.782447453659127,1.8914162,9
PRKCH,True,2.5268486593391755,2.7826314661485534,1.1069396,4
AL359220.1,True,0.1955776173086996,1.6663222867251395,1.5792019,9
AL355916.1,True,0.34721669886112755,1.6751315168915546,1.2924472,6
HIF1A,True,2.12933930299647,2.4639661830041897,1.016512,3
AL122035.1,True,0.124896293594114,1.488934380487175,1.0915964,5
AL355076.2,True,0.04347052216846253,1.6096270020877654,1.3567041,4
FUT8,True,1.1778179167711573,2.0953989955020234,1.4550897,6
AL359232.1,True,0.2795744999276943,2.2603206798789564,3.2598312,10
GPHN,True,1.1254659295413423,2.203853220717451,1.7939881,10
RAD51B,True,1.678605901639034,2.251427696250912,1.4212195,7
AL357153.2,True,0.114908112845753,1.528468291810439,1.192849,6
MAP3K9,True,0.15717483311587224,1.4978725164058027,1.015778,3
AC004817.5,True,0.03428766752843263,1.5450714019320446,1.230244,5
SIPA1L1,True,2.351056857817931,2.547976667416732,0.9101898,4
RGS6,True,0.02578426889605621,2.052902106332639,2.6817102,7
DPF3,True,0.046675206845755,1.4687987371160431,1.0028589,4
FOS,True,1.036642247535942,1.896277896845652,1.0357057,3
FLVCR2,True,0.4251819047101698,1.6775021701824062,1.1694888,4
ESRRB,True,0.029578186598479127,1.4959367524599456,1.0790782,3
DIO2,True,0.006974833253889044,1.710553733028402,1.6842153,6
DIO2-AS1,True,0.012279924114601702,1.3664936454293062,0.7322069,3
CEP128,True,0.6471109673696901,2.020999591697766,1.9770974,10
TSHR,True,0.0828283701663143,1.8207998567069048,1.9945152,8
AC007262.2,True,0.08611151931184213,1.5879723049015702,1.3588109,6
LINC02328,True,0.9669502851402466,1.9617010932600885,1.3707151,7
LINC02316,True,0.09589233619326354,1.4023546505799418,0.8676782,5
LINC02296,True,0.004300442575475256,1.3672593697062072,0.6331652,4
LINC01146,True,0.09995763899896225,1.703409605534826,1.633065,7
SPATA7,True,0.07040675902285547,1.463705583884217,0.9906355,3
EML5,True,0.1973709269998728,1.796170016668129,1.9406376,9
EFCAB11,True,0.10099467205675776,1.6892096704892574,1.6374404,7
CATSPERB,True,0.40931744554340704,1.6226961595897538,0.99286187,3
TC2N,True,1.7051997124920042,2.408812584749612,1.588316,7
SLC24A4,True,0.41872496798541203,1.6443113039687112,1.1540836,3
PPP4R4,True,0.0368066664375371,1.547387172138087,1.2379175,5
TCL1A,True,0.04077633253134609,1.4576995528877066,1.0105321,6
AL139020.1,True,0.018234709788658494,1.5059809392110508,1.1114334,6
LINC02325,True,0.1298775825851715,1.6066532139056087,1.4328791,7
LINC01550,True,0.28562998728907263,1.6422238554849802,1.2392911,7
AL163932.1,True,0.10984969089459704,2.197476310735753,3.0408635,9
BCL11B,True,1.8623041898332324,2.413774612051864,1.2748095,6
WARS,True,0.8053960704354344,1.9956760245015825,1.7489897,6
MEG3,True,0.01628481344128554,2.0118709952570875,2.5943134,8
MEG8,True,0.024051725058740793,1.8983459673557728,2.2187023,8
LINC02320,True,0.07921854842589775,1.6066187572858326,1.4139127,8
TECPR2,True,0.23401975711163364,1.4935631810778904,0.92820686,4
PPP1R13B,True,0.2369512810442727,1.6064816642634856,1.352312,7
PLD4,True,0.05132326716326161,1.4438398446260172,0.94515866,5
IGHA2,True,0.01563993040562404,2.2585397439462476,3.1496987,8
IGHG4,True,0.009903161906048489,1.4090397446871028,0.8900673,4
IGHG2,True,0.031293675435948735,2.568891576034858,3.914499,5
IGHGP,True,0.02401404160044324,2.7713911695908324,4.5934696,7
IGHA1,True,0.22929461801980172,4.647521507482288,10.827143,8
IGHG1,True,0.05987402960951601,2.8656210937133393,4.808754,7
IGHG3,True,0.03063326223016043,2.4772281886346583,3.8696437,8
IGHD,True,0.22428741699491198,1.9920539626637335,2.273704,8
IGHM,True,0.6224610608253164,3.848686119795179,7.4582834,10
IGHV3-7,True,0.0019720063837960883,1.3877184748911824,1.4021182,4
IGHV3-23,True,0.0059620240513230645,1.7536478521510113,2.127957,7
MKRN3,True,0.033671400007651314,1.5489197927896659,1.2578226,5
GABRG3,True,0.006003983025188187,1.3197056232295779,0.57079095,3
OCA2,True,0.010012549998206227,1.6066641260055405,1.387341,5
APBA2,True,0.8885548079244538,2.05863929285122,1.7133936,9
ARHGAP11B,True,0.1343706580191036,1.495329313979029,1.0979985,5
OTUD7A,True,0.08281397882334715,1.4653948227054499,1.0281738,4
FMN1,True,0.5068692437938912,1.8850380242848044,1.7317282,9
AVEN,True,0.2691210014251001,1.6844686768990609,1.4524778,7
CHRM5,True,0.09785182248388358,1.4161358613293937,0.89830095,4
NUTM1,True,0.0108909414095913,1.306983310741145,0.5307914,3
AC021231.1,True,0.06400575377487701,1.7364676380128103,1.7836543,9
DPH6,True,0.5715738149180268,1.979547184907884,1.9731094,10
DPH6-DT,True,0.03305322975561516,1.6936733931235675,1.6514508,6
C15orf41,True,0.3418833665135887,1.8882271119229053,2.0347698,10
MEIS2,True,0.01698695959428417,1.8539007853083476,2.1477575,7
SPRED1,True,0.27210324329836516,1.888937292235947,2.0949323,10
RASGRP1,True,1.213493966224562,1.800900698664235,0.6532696,3
LINC02694,True,0.4896749849040634,3.3928618450426407,6.5875015,10
AC013652.1,True,0.17916290199847848,2.0720014056319287,2.7885997,9
THBS1,True,0.4159905271456464,2.6662915906444504,4.507309,10
KNL1,True,0.09790468334796042,1.508055518877626,1.1414868,3
OIP5,True,0.03920640245648251,1.3610561567126915,0.73546535,3
STARD9,True,0.1426266377244644,1.4840700061966001,1.0458362,3
PPIP5K1,True,0.05732470788940145,1.4688367197100032,1.0261401,4
FRMD5,True,0.044827975616122305,1.633895836638049,1.4552531,6
SLC30A4,True,0.08082941755230288,1.5032218872614238,1.0941454,3
MYEF2,True,0.2518549610327675,1.482292240706546,0.8609997,4
FAM227B,True,0.11592082854393566,1.6024194658480984,1.3830537,8
FGF7,True,0.007254185321260305,1.5044279522651778,1.0747206,4
ATP8B4,True,0.5974070500011716,2.070817019413263,2.1794753,8
SLC27A2,True,0.025527916919422217,1.5585316955478472,1.2556664,5
HDC,True,0.003889103414208698,1.875159550226583,2.2279682,5
AC021752.1,True,0.118182670222579,1.4833398730353715,1.0960019,5
DMXL2,True,1.3110807785430956,2.424422875471827,2.2737021,8
NEDD4,True,0.14993372338450295,1.5698955423079846,1.2584924,5
TEX9,True,0.09114862852828773,1.9427402804674905,2.3432448,10
AC090518.1,True,0.03202534676851991,1.5250076309223721,1.1719738,3
AC090517.5,True,0.09262730720566746,1.4557124007377698,0.9585259,4
LINC00926,True,0.3197666832779183,2.0569955325489344,2.3972723,9
CGNL1,True,0.006326774378533237,1.3870800255792104,0.7178497,3
ALDH1A2,True,0.2426212291875575,1.546342257494876,1.1360167,4
AQP9,True,0.5060681708093592,1.9826518173968473,2.1158347,9
LIPC,True,0.08564339486984399,1.6205903117533498,1.3971597,6
MYO1E,True,0.3937692466402849,1.69839501715133,1.3034848,6
RORA,True,2.1107664337167464,2.7922751561974763,1.6420578,7
AC104574.2,True,0.0063081345591947694,1.3731068279099283,0.67497104,4
TLN2,True,0.03968057333935192,1.5134163287790745,1.1463389,5
DAPK2,True,0.09365517268625215,1.6927259085399105,1.6436528,8
MTFMT,True,0.15087195068644887,1.4611373734349846,1.0111549,4
IQCH,True,0.07698347251629506,1.6734716966632104,1.6010455,8
IQCH-AS1,True,0.14087170654616327,1.4995336708587352,1.0964321,4
LRRC49,True,0.006563742893425187,1.3663406608829427,0.6735103,3
THSD4,True,0.021757328962245727,1.360479676805926,0.6897211,3
HIGD2B,True,0.0018424407466147471,1.2741059761609894,0.5375161,4
NEO1,True,0.24870504825542286,1.746509769449854,1.7216884,9
LOXL1,True,0.014543701920588136,1.4342305183906296,0.909108,3
PPCDC,True,0.3999798350048532,1.5834554369154215,0.8326802,3
NRG4,True,0.07689594154310984,1.5182832696075017,1.1432383,4
CEMIP,True,0.1258182699442662,1.4462450229602934,0.9809543,4
TMC3-AS1,True,0.04250851052828954,1.5666266080635938,1.3250215,5
AC104041.1,True,0.05712086735003077,2.2194809249260645,3.1582906,10
EFL1,True,0.34934630909640463,1.5066317058346894,0.7902275,3
HDGFL3,True,0.2297295748211229,1.6202785225894474,1.4047599,9
SH3GL3,True,0.0022297188790075906,1.5024092257011852,1.0494221,3
AGBL1,True,0.030665995496460634,1.4360280682114894,0.88531095,4
ANPEP,True,0.4731614516838298,1.8671714875492256,1.5784384,5
AC104035.1,True,0.05819393361433911,1.8340562124802484,2.045747,9
AC091078.1,True,0.020860466451853178,1.4154429766856855,0.8465308,3
AC110023.1,True,0.0032657732593478804,1.2073295605904963,0.6094945,3
MCTP2,True,1.4385709295438507,2.3819372449009206,1.9662054,8
AC015574.1,True,0.00588184690914873,1.432931952094593,0.9200895,3
IGF1R,True,0.9717152293336604,2.2394785503509107,2.2372887,10
AC036108.1,True,0.017239476869076977,1.3536085312717465,0.7377558,3
LRRC28,True,0.33667760619979925,1.649776398685426,1.2239348,8
AC090825.1,True,0.3575299658869364,1.7445665576489637,1.4991932,8
ADAMTS17,True,0.3246511998586739,1.9955958829274454,2.408243,10
CERS3-AS1,True,0.006435743656432393,1.3839073715186911,0.7998581,4
CERS3,True,0.04339258205102632,1.605353927481922,1.3890967,8
PCSK6,True,0.02603314304965949,1.4866046252649538,1.055438,3
HBA2,True,0.01584922921360575,1.5901235017510287,1.3927165,6
HBA1,True,0.016059674154691367,1.6919643506122177,1.6414467,8
IFT140,True,0.08881999117132773,1.379587957136214,0.77835965,3
ABCA3,True,0.08122324350341119,1.4954386937946942,1.0945745,5
IL32,True,0.8939880197921392,1.7837045179105644,0.850337,3
ATF7IP2,True,0.5562938549810241,1.7064270033373952,1.102146,4
AC099489.1,True,0.1738384760986283,1.8459375891153342,1.9564844,8
CPPED1,True,0.758822421826572,1.7239805329929307,0.8930698,3
MRTFB,True,0.4340288122960015,1.7809513294136479,1.4678304,7
IQCK,True,0.04574619809588907,1.5430161884919968,1.2119942,7
ACSM3,True,0.5556449219946225,2.2873694284197548,2.7071514,9
ACSM1,True,0.08311151747439353,1.4674127263463512,0.9462508,3
DNAH3,True,0.025996904936765562,1.4770889814792398,1.0267918,6
CACNG3,True,0.007081300238238729,1.3325295975645157,0.66412044,3
SLC5A11,True,0.03345387796900594,1.4917398878187602,1.0965482,3
LINC02175,True,0.031869522589759204,1.3652748789041051,0.7658305,3
GSG1L,True,0.041118530263855806,1.6316298336659698,1.5023348,8
NPIPB6,True,0.012508325512234204,1.3104964116123772,0.5952883,3
SEZ6L2,True,0.009152230272798817,1.3415866444568405,0.5961586,3
ITGAX,True,0.6853535041535038,1.756179578388921,1.0838873,3
ITGAD,True,0.012953318047572049,1.5198665050780404,1.1487517,5
NETO2,True,0.16831465883975244,1.546240725272698,1.2442144,7
LINC02133,True,0.06659320978056385,1.6828367620704434,1.6433371,8
LPCAT2,True,0.46385485173106955,1.7288710691575673,1.4510716,7
AC040168.1,True,0.020049358936539356,1.5325365470690717,1.1969359,7
GNAO1,True,0.09635847544227824,1.583592140758103,1.3337638,7
ADGRG5,True,0.24831017346039608,1.6389333330130011,1.387834,7
ADGRG1,True,0.26347560599375097,1.5780066884777466,1.1421416,4
ADGRG3,True,0.05703553914497885,1.593832267557011,1.3909088,6
LINC02137,True,0.005671959936942425,1.3643007872924309,0.66447306,4
AC138305.1,True,0.013996962213058035,1.3929654690442959,0.79492307,3
AC092131.1,True,0.00511202754890998,1.1838716383184134,0.5584686,3
CMTM4,True,0.1582886080151878,1.436800695406506,0.94119817,3
ZNF821,True,0.28756008380844006,1.4953138064813645,0.88755393,3
LINC01572,True,0.36645208525638334,2.0992921489491643,2.5497599,10
AC004158.1,True,0.02665788402668512,1.3779211508848774,0.7926178,4
AC004943.2,True,0.06632180924954309,1.4756535348200126,1.0427129,3
FA2H,True,0.02554805622748167,1.4577654948743235,0.9706138,3
AC099508.2,True,0.005832624898349712,1.4166090116297934,0.8252299,4
AC106729.1,True,0.026899445025338236,2.005220774211117,2.9032235,9
WWOX,True,1.8697720433395635,2.703104684289276,1.9249256,10
MAF,True,0.34199888873371226,1.5999664959802147,1.0309281,4
AC105411.1,True,0.019047375089218437,1.814454060003279,2.027357,8
AC092142.1,True,0.03435276990289233,1.4951273052873248,1.1044114,3
CRISPLD2,True,0.16567344956266236,1.5409415822766277,1.1229672,5
IRF8,True,0.38297510172803223,1.573557100240491,0.85230327,3
SLC43A2,True,0.7273914458183451,1.7243589510817607,0.9254059,3
RTN4RL1,True,0.012672822776527712,1.4118247010123302,0.8941049,3
OR3A2,True,0.04555276678897535,1.6823020241457882,1.6303403,7
CYB5D2,True,0.16698878347930204,1.4527605083303732,0.98986804,3
INCA1,True,0.005548502765788126,1.3638922601518604,0.72022367,3
ATP1B2,True,0.004326413148787444,1.4338269763933638,0.88231415,3
STX8,True,0.9563823303608505,1.7513429069917197,0.6913344,3
AC005695.2,True,0.08585438192059296,1.3449668932595544,0.7137468,3
GAS7,True,0.9558573651771045,1.9563579427382005,1.3341244,6
COX10-AS1,True,0.37929561629594666,1.7576253530493964,1.6138321,8
HS3ST3B1,True,0.2997786194589061,1.5570633759977304,1.0302008,3
AC022816.1,True,0.010978549994677797,1.530118041649585,1.2320154,7
CDRT4,True,0.20210083236601945,1.5013921343639856,1.0132765,6
EPN2,True,0.19012325997626334,1.5927136417267576,1.2280955,8
DHRS7B,True,0.45636762520958796,1.7508298681827814,1.3624456,7
EFCAB5,True,0.06671234458134695,1.470033033207226,1.0323331,3
AC130324.2,True,0.1259560503865616,1.5761038687200775,1.3282136,6
MYO1D,True,0.4635188540441367,1.9920230028109143,2.1277041,10
SLFN12L,True,1.1560395495136588,1.8683023238813352,0.90866554,3
CCL5,True,1.3529469422127292,2.6936411948626255,2.8825593,10
AC243829.4,True,0.06724061817076064,1.551531792584579,1.3091519,4
CCL3,True,0.152478341348868,1.910966611090862,2.3442361,6
CCL4,True,0.20082728453908055,1.954292768362031,2.4839275,7
AC243829.2,True,0.25691888847213684,2.5749947565386635,4.2699485,10
CCL4L2,True,0.05516908431064939,1.7678576121996463,2.0051434,4
TOP2A,True,0.04576836874562242,1.6782572789376229,1.5704594,8
CCR7,True,0.6847171625270946,1.7268749790924467,0.96218365,5
ITGA2B,True,0.04395169791732302,1.7401540415525794,1.7461867,8
MAPT,True,0.02537039363629028,1.5524745432404006,1.2923845,6
ITGB3,True,0.021226924698128535,2.0481450763485167,2.5589068,7
AC025682.1,True,0.12451355891840335,1.3536292827293626,0.70397073,3
SKAP1,True,2.5484439349930215,2.7368297171045266,1.0030218,4
LINC02086,True,0.022527499158973903,1.4160143703843004,0.85811496,5
STXBP4,True,0.30606451349168246,1.8704874482185487,2.0021653,10
ANKFN1,True,0.012442063137977712,1.5399537553641445,1.1441277,5
HSF5,True,0.11392513550215602,1.5105520031429749,1.1411986,7
TEX14,True,0.8682920784433739,1.949312556749232,1.4254615,5
GDPD1,True,0.06233984577071931,1.49073394095301,1.1110908,3
BRIP1,True,0.1969276572534285,1.7955389621162197,1.9309758,10
TANC2,True,0.6851979857543375,1.8376095342139203,1.3457508,7
AC015923.1,True,0.0977588905918964,1.4266606892204956,0.9299246,4
CD79B,True,0.14121055939187446,1.3982164174914424,0.82069236,3
TEX2,True,0.24954575209727103,1.436354337797885,0.81148,3
CEP112,True,0.10620608610453182,1.8816716531386917,2.174399,9
PRKCA,True,1.8659247440482871,2.6316614052164806,1.7355322,7
FAM20A,True,0.2526547622573124,1.5696968222576795,1.1155554,3
ABCA6,True,0.10236492134056144,1.4834227900050212,0.9282116,3
ABCA10,True,0.16085036236111322,1.5141787887875675,1.0757226,5
MAP2K6,True,0.4925367892096199,1.7451653990566633,1.2801479,5
LINC01483,True,0.05390752359511478,2.059123320789655,2.6592214,10
LINC00511,True,0.060214873041597027,1.5404411996321712,1.2148168,5
SDK2,True,0.22178205140133717,1.6723081494186882,1.4834858,7
LINC00469,True,0.016918790719127275,1.4987594697107216,1.130877,5
LLGL2,True,0.3111343303513271,1.5151722029886145,0.89426416,3
RNF157,True,0.42445270178520067,1.7856673904102158,1.6468214,10
RBFOX3,True,0.06130526168614777,1.4325528578355269,0.8933069,3
YES1,True,0.7721250510708395,2.069964452040961,1.940907,9
AP000829.1,True,0.016812683864972335,1.70814727194784,1.6424733,6
LINC00470,True,0.03245411376964337,1.440076875041303,0.96870136,5
AP005230.1,True,0.009267540343376889,1.5134234214007536,1.1339729,4
EMILIN2,True,0.9252683091295102,1.8413103069337589,1.0381283,4
MYOM1,True,0.10641958767322628,1.6199153547796172,1.4424567,7
DLGAP1,True,0.18998493163894553,2.7692352280394417,4.9742303,10
EPB41L3,True,0.6184452247411237,1.8275705933740305,1.4580274,6
AP001021.3,True,0.0602253654092562,1.6279314095403574,1.4609787,5
L3MBTL4,True,0.45779637288808506,2.0047798713694864,2.2797818,10
PTPRM,True,0.5692286903907486,2.4200277732780924,3.39242,10
TWSG1,True,0.21180032631584914,1.52901911758315,1.1407623,5
RAB31,True,1.016818471473183,1.9436469979506605,1.2640817,5
GNAL,True,0.12351939032068919,1.6880261938079815,1.641368,6
LDLRAD4,True,1.2653949707171641,2.0941770598870706,1.3919153,6
ZNF519,True,0.14077756604453942,1.4129856841714838,0.8833552,3
TMEM241,True,0.23205897603051295,1.6917813506790715,1.6319093,9
TTC39C,True,1.242720653521867,1.9974141164432584,1.0726658,3
ZNF521,True,0.03107891978376428,1.610993527893649,1.3737054,5
PSMA8,True,0.017893412239873653,1.5834259124817451,1.3340973,6
TAF4B,True,0.4909305345202896,1.6906762423081871,1.1059339,4
AC090403.1,True,0.003409025276435876,1.4012676923884668,0.88475496,3
CDH2,True,0.005424007146990899,1.5294394023329354,1.1497376,4
RNF125,True,1.0009295761553403,1.8450743766067508,0.94313,3
KLHL14,True,0.18600994578792587,2.204873069908593,2.8596866,9
DTNA,True,0.10853430074057628,1.6811332072247418,1.5686926,9
AC118757.1,True,0.0032333791259679793,1.3535671241887057,0.650239,3
KIAA1328,True,0.7455050320885963,1.9123836047282115,1.4764969,9
CELF4,True,0.011370500163049944,1.311838242967781,0.625587,3
MIR924HG,True,0.011596629410850408,1.5433949224191417,1.1934125,5
AC021504.1,True,0.0029778052362090185,1.3575822259649466,0.68427813,3
LINC00907,True,0.12583035896154598,1.9498420296480794,2.3671598,10
LINC01478,True,0.06041894647331947,2.6658949797831353,4.2682524,9
SETBP1,True,0.7819547676342428,2.2390456006393675,2.523807,9
SLC14A2,True,0.025764661126643957,1.4248816731428995,0.86943454,3
SLC14A2-AS1,True,0.005578583905409155,1.4265267357998455,0.9095785,3
SLC14A1,True,0.2595905454359684,1.690374848576934,1.4268987,6
RNF165,True,0.11921168137488691,1.6343300701968395,1.4643004,8
LINC01630,True,0.007831294843070002,1.6290810260892634,1.3818766,6
RAB27B,True,0.26538524214495934,1.877213932514875,2.02695,10
TCF4,True,1.0545794422817758,3.3373634093483786,5.4677525,9
AC027097.2,True,0.4717711028394403,1.6790389183466963,1.1180294,4
ATP8B1,True,0.2859855324464016,1.4982959367380861,0.801357,3
NEDD4L,True,0.18250849609545214,1.6118464544978774,1.3679094,7
CCBE1,True,0.015570298394199347,1.7771959559932202,1.8488545,10
CDH20,True,0.01826501858857837,1.6519912796978915,1.5868536,4
AC090409.1,True,0.0018089056619106589,1.2183877222656214,0.7013058,3
TNFRSF11A,True,0.028282624190686178,1.498345534990183,1.1395345,5
BCL2,True,2.1034684822901317,3.056937900789762,2.1412766,9
SERPINB2,True,0.02812134473910593,1.810097053031629,1.9984038,6
AC114689.3,True,0.020004347978256568,1.4049854491805007,0.8697821,4
CCDC102B,True,0.10854223849313518,1.8608723961861657,2.118545,10
DOK6,True,0.21981220610086308,1.5917420496285934,1.2891415,6
AC119868.2,True,0.004421348908230855,1.6491409622707394,1.4495404,5
AC068254.1,True,0.010266571830779194,1.3270659487531469,0.6256033,3
CD226,True,0.6886415460542288,1.8011833348515427,1.2490509,4
GTSCR1,True,0.025062158356402058,1.496762238725061,1.1031781,4
LINC01541,True,0.0007275764954252317,1.0386213823345367,0.6073543,3
NETO1,True,0.032139460815457814,1.9393985523968182,2.3470752,9
AC090125.1,True,0.051871303449493124,2.030000139262868,2.5757613,10
AC124254.2,True,0.010001346147051398,1.4486693486826663,0.9904501,5
PARD6G,True,0.044291547105740195,1.521870571528933,1.1922475,7
GNG7,True,0.34300907453684093,1.9428348563833286,2.0238647,10
AC011498.1,True,0.038794903981453896,1.7966937610498035,1.913572,7
PTPRS,True,0.11387932133559886,1.7516661401727511,1.7935908,10
RFX2,True,0.38344814605924155,1.677172446766202,1.3053585,6
FCER2,True,0.13520659445966016,1.5629277598155702,1.1607997,6
ADAMTS10,True,0.14726140146698077,1.5146497829770733,1.1739287,5
AC008543.5,True,0.002338023045205538,1.3103370034817434,0.9322719,3
AC020916.1,True,0.41137424112628357,1.7437612016910582,1.4815739,6
ADGRE2,True,0.6581823963535809,1.8355223331150523,1.3277622,5
CYP4F3,True,0.004871051224946051,1.3371833370716513,0.71964663,4
NIBAN3,True,0.1670018949973639,1.7037283920637016,1.5179131,7
IFI30,True,0.6852141644851769,1.7208346164056512,0.99348253,5
PBX4,True,0.33006972173198684,1.5875811040752255,0.9806916,3
ZNF208,True,0.10485575120088046,1.5776184257917167,1.3288513,6
LINC00662,True,0.23169131426585426,1.6002405306189569,1.2300586,6
AC006504.5,True,0.09940208478015547,1.5143041764336724,1.1285539,5
AC005580.1,True,0.017978377485193216,1.4468782216409317,0.8941636,5
VSTM2B,True,0.003931429352415328,1.4567597802677557,1.0333226,4
TSHZ3,True,0.2816368251569221,1.644784434262307,1.2648379,6
WDR88,True,0.061363951508267,1.3641123729906208,0.7572493,3
SCGB2B2,True,0.1559038999024029,1.7897141540255166,1.9308538,9
CD22,True,0.1633987942586151,1.6712207191478121,1.4122546,7
ZNF569,True,0.16162783989841747,1.496123654769882,1.1086228,3
SIPA1L3,True,0.8712729813659577,1.8080724150391299,0.9173852,3
PLEKHG2,True,0.20952214350587184,1.4601921820291908,0.8974239,4
CD79A,True,0.28842406072862814,2.0438790952629327,2.452205,9
LIPE-AS1,True,0.2329660089805437,1.513894936191182,1.1469177,4
PLAUR,True,0.7450928310107494,2.3165482026524056,2.93465,10
ZNF235,True,0.21803994898177276,1.5149329926898385,1.0850452,5
ZNF229,True,0.004331705580236727,1.3997066717911117,0.77980494,3
FOSB,True,0.34423580503607776,1.6530442189210999,1.2332413,6
C5AR1,True,0.4361153765562079,1.652322953456507,1.0682869,4
AC008403.3,True,0.03573516529864584,1.4671856285839415,1.0129727,3
SULT2B1,True,0.026535824649124386,1.4342925156272242,0.9005336,3
NKG7,True,1.1250114444459307,2.455211398667367,2.5747921,10
ZNF528-AS1,True,0.05279502203505693,1.346312086104669,0.7046969,3
ZNF331,True,0.8575264024112975,1.8526646923844452,1.1603698,3
FCAR,True,0.3070975190360644,1.4635071043187557,0.66411614,3
NCR1,True,0.14098922411192302,1.5507677747023565,1.2607671,7
AC006115.2,True,0.019965424567742564,1.3846005354815287,0.7764036,3
AL110114.1,True,0.10698354159485446,1.706045068094682,1.6872543,9
EBF4,True,0.0265687952746949,1.3986201038123844,0.79386336,3
ATRN,True,0.5359936270714887,1.5959728499610382,0.8069616,3
AL121757.2,True,0.004635133789033804,1.4584668052991898,0.9755258,4
SHLD1,True,0.37757442602654073,1.657508966724799,1.2052155,5
PLCB1,True,1.9375028619393397,2.907679190830244,2.3539016,10
PLCB4,True,0.016888329193887015,1.669753824880278,1.6050442,5
LAMP5,True,0.006573390455409711,1.2261752094929546,0.66367435,3
PAK5,True,0.01331345089235477,1.3580878152221483,0.74466145,3
SNAP25-AS1,True,0.02977064896468549,1.9450932482923187,2.377879,7
SPTLC3,True,0.02101983526671213,1.4964847673417025,1.0963699,3
ISM1,True,0.06800338392723956,1.4873867561919973,1.0868344,5
MACROD2,True,0.1324735425541121,1.995257456231991,2.4159021,10
AL079338.1,True,0.1046352977208403,1.688575736369001,1.4567513,6
SLC24A3,True,0.025552232570108392,2.3417944689825827,3.4502578,8
RIN2,True,0.5769222661081244,1.8701721804817413,1.6267976,4
LINC01727,True,0.03409394494097234,1.5980407122272164,1.3477639,7
CST3,True,0.7324371459654827,2.0195864181997982,1.8458487,7
CST7,True,0.4414328721381272,1.6277739336866905,1.0404109,5
ZNF337-AS1,True,0.15715433269852308,1.5417268798860728,1.2183071,4
FAM182A,True,0.025965004312797683,1.3765039865298585,0.7629689,3
MIR663AHG,True,0.01863325747050007,1.4676891235657306,1.0679348,4
AL117381.1,True,0.15296378761489554,1.4906945953086208,1.0815411,3
NOL4L,True,0.5146752913186872,1.6547991882938375,0.98075277,3
PIGU,True,0.3018026191269053,1.611244610469576,1.0906223,4
PROCR,True,0.09242740363961302,1.4349404092309712,0.92208487,3
MYL9,True,0.01244649798259621,1.460239921747784,0.97064114,5
SLA2,True,0.3436593741712743,1.6280418608999856,1.208622,5
PPP1R16B,True,1.4018321614973561,2.1547408172540545,1.3236648,7
AL118523.1,True,0.013407228846994346,1.5949421249770457,1.3866905,7
MAFB,True,0.5418353998821467,1.8367093869404378,1.5528647,8
ZHX3,True,0.3338338895733591,1.6516726522774896,1.2253274,5
TOX2,True,0.18735630918688645,1.5937833986761496,1.2403687,4
PKIG,True,0.08121545705688958,1.4814108268910928,1.0415479,3
ZSWIM3,True,0.03733737347438459,1.4351510591117553,0.9427688,3
SULF2,True,0.96868169668716,1.9115808591104717,1.2182953,4
ATP9A,True,0.11616353465339042,1.5945759659331213,1.3742145,7
LINC01524,True,0.05605582652758665,2.135436933634469,2.8811126,10
TSHZ2,True,1.8120593295613383,3.4016672466319626,3.624501,9
AL109930.1,True,0.38718462068975523,1.9131643025023966,2.039676,8
BCAS1,True,0.02053355720591138,1.7324328639929711,1.7443033,8
APCDD1L-DT,True,0.014990104817758282,1.5084165466229544,1.1432867,5
TUBB1,True,0.07701030841176261,2.2755788644310333,3.2462528,10
MIR646HG,True,0.5504941137825183,2.1390961871118845,2.6470346,10
CDH4,True,0.05505537818871138,1.4522842243534104,0.9637694,3
AP001347.1,True,0.1297368063103508,1.7239099367636364,1.7350208,9
LIPI,True,0.008456505890815487,1.3059111800903926,0.5282613,3
SAMSN1,True,1.4953248376515922,2.2949659329854617,1.5246575,7
LINC02246,True,0.03960992642815373,1.4075907213800096,0.84284353,4
AJ009632.2,True,0.016520116655154654,1.4199618501459956,0.8722224,4
MIR99AHG,True,0.10534499795842919,2.3151152859622313,3.414492,10
CHODL,True,0.17115066700112253,2.4001418072927163,3.6212091,10
AF130417.1,True,0.013373884593454486,1.3829641797951624,0.79340106,3
NCAM2,True,0.03177184403640933,1.8984693244382442,2.2108378,9
AP001116.1,True,0.001429172238969076,1.360910050680623,0.6061021,3
LINC01684,True,0.24768276116583743,1.8686373113791546,1.9774449,10
LINC01692,True,0.0070602637277023626,1.5136947464348618,1.097067,3
AP001341.1,True,0.014101839575488242,1.6523564758248734,1.5048596,7
LINC00158,True,0.006267964723727289,1.3083926716773284,0.6036289,3
MIR155HG,True,0.13294841980762573,1.6571071131088868,1.5790522,5
JAM2,True,0.007652627771073045,1.309086541845344,0.57750493,3
APP,True,0.719869080382308,1.8906034422207008,1.4769688,7
