names,scores,logfoldchanges,pvals,pvals_adj,-log10_padj,significant
AP000787.1,-16.032879,-0.6937132,7.53108965684573e-58,5.321340010235725e-56,55.273978990680334,True
INPP4B,-17.385302,-0.50957626,1.0662571480802259e-67,9.118242494599149e-66,65.04008886215973,True
AFF3,-17.553026,-0.78703827,5.639369756009269e-69,4.914442200945125e-67,66.3085257683301,True
CCR7,-17.586657,-0.61077243,3.117371064654937e-69,2.736184612408522e-67,66.56285460379202,True
RRAS2,-18.34538,-0.6028916,3.5939407451255003e-75,3.381537923196361e-73,72.47088573769523,True
SNX25,-18.37631,-0.6555883,2.033393747792623e-75,1.9181506330659224e-73,72.71711729052272,True
PATJ,-18.456171,-0.50687754,4.651683394088742e-76,4.45697025934665e-74,73.35096026388213,True
LEF1,-19.200878,-0.56333107,3.6389009007431455e-82,3.871727089188951e-80,79.41209526289165,True
CAMK4,-20.40213,-0.5721455,1.600891042922951e-92,2.070466892650987e-90,89.68393170959722,True
TTN,-20.41627,-0.7021745,1.1987471009587876e-92,1.5558632142621482e-90,89.8080285872322,True
AL589693.1,-20.691639,-1.0045892,4.1196884929874936e-95,5.64736773527473e-93,92.24815393172464,True
NR3C2,-21.233528,-0.5958025,4.681317507386828e-100,6.82633076047272e-98,97.16581267240547,True
CXCR4,-23.008593,-0.51961344,3.823747973532702e-117,6.99764997896352e-115,114.15504778463198,True
SFMBT1,-23.28312,-0.63839406,6.573390318021e-120,1.2465940882377545e-117,116.90427493700749,True
TSHZ2,-24.329512,-0.82499754,9.553469779968298e-131,2.044833610623507e-128,127.68934202502973,True
MGAT5,-24.399765,-0.5338402,1.7200005681631754e-131,3.747246475913118e-129,128.4262877401572,True
NCK2,-25.564157,-0.5495059,3.8216452592867214e-144,9.713613759385645e-142,141.01261916929025,True
SLC38A1,-26.4514,-0.5171822,3.5158390393826985e-154,1.0399233884159671e-151,150.982998654176,True
SKAP1,-28.382689,-0.6443965,3.3076525818795967e-177,1.33036694669643e-174,173.87602855381084,True
RHOH,-28.428825,-0.64318687,8.905203629783012e-178,3.662239978131326e-175,174.43625320078706,True
ETS1,-29.204288,-0.55430937,1.7106640691210288e-187,8.4610831883647e-185,184.07257403499685,True
SESN3,-29.465467,-0.7603239,7.977945873123659e-191,4.0555666236416535e-188,187.39194845974396,True
ZEB1,-30.646574,-0.7163862,2.9354989007946864e-206,1.8849507941751985e-203,202.72469998237975,True
BCL2,-30.65054,-0.74544126,2.599286116626521e-206,1.7297540209935867e-203,202.76201565116048,True
BACH2,-37.30622,-0.9771179,1.301009977939016e-304,2.8010744825027013e-301,300.0,True
